"","sale_head","price","price_sqm","created","floor_size","level_condo","num_bed","num_bath","condo_name","zone","near_lo_type1","near_lo_name1","near_lo_dist1","near_lo_type2","near_lo_name2","near_lo_dist2","near_lo_type3","near_lo_name3","near_lo_dist3","near_lo_type4","near_lo_name4","near_lo_dist4","near_lo_type5","near_lo_name5","near_lo_dist5","near_lo_type6","near_lo_name6","near_lo_dist6","owner","longitude","latitude","list_link"
"28","Condo for Sell: Life @ Ratchada-Huai Khwang","฿3,150,000","(105,000 B./Sq.m.)","Created 2022-08-08 16:12","30 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo Life @ Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.1 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","living_mall","FortuneTown","2.5 Km.","Starlight Property",100.5743995,13.7791349,"https://www.livinginsider.com/livingdetail_en/1221802/Condo-for-Sell-Life-Ratchada-Huai-Khwang.html"
"29","Good condition room, ready to move in ✨ U Delight @ Huay Kwang Station / 1 Bedroom (FOR SALE), U Delight Huay Kwang Station / 1 Bedroom (Sale) CREAM308","฿2,190,000","(68,438 B./Sq.m.)","Created 2022-11-19 00:14","32 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo U Delight @ Huaykwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_hospital","Piyavate Hospital","2.2 Km.","living_mall","CentralPlaza Grand Rama 9","2.2 Km.","living_academy","University of the Thai Chamber of Commerce","2.3 Km.","HOME - Real Estate S...",100.5800942,13.7727781,"https://www.livinginsider.com/livingdetail_en/1379191/Good-condition-room-ready-to-move-in-U-Delight-Huay-Kwang-Station-1-Bedroom-FOR-SALE-U-Del.html"
"30","The corner room is the most private! ✨ Life @ Ratchada - Sutthisan / 1 Bed (FOR SALE), Life @ Ratchada - Sutthisan / 1 bedroom (for sale) CREAM170","฿3,890,000","(Stock ID : CREAM170)","Created 2022-09-22 14:56","42 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo Life @ Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.1 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.0 Km.","living_mall","The Street Ratchada","2.3 Km.","living_mall","Big C Extra Ratchadapisek","2.5 Km.","living_academy","Civil Aviation Training Center","2.6 Km.","HOME - Real Estate S...",100.5746579,13.7909369,"https://www.livinginsider.com/livingdetail_en/1291762/The-corner-room-is-the-most-private-Life-Ratchada-Sutthisan-1-Bed-FOR-SALE-Life-Ratcha.html"
"31","The most beautiful view of the project! ✨Rhythm Ratchada / 1 Bed (FOR SALE), Rhythm Ratchada / 1 Bedroom (Sale) CREAM139","฿3,590,000","(Stock ID : CREAM139Rhythm Ratch)","Created 2022-09-22 13:45","36 Sq.m.","Level 27","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","HOME - Real Estate S...",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1291628/The-most-beautiful-view-of-the-project-Rhythm-Ratchada-1-Bed-FOR-SALE-Rhythm-Ratchada-1-Bed.html"
"32","29th Floor North ✨ Rhythm Ratchada / 1 Bedroom (FOR SALE), Rhythm Ratchada / 1 Bedroom (Sale) CREAM212","฿4,200,000","(92,308 B./Sq.m.)","Created 2022-09-07 17:58","45.50 Sq.m.","Level 29","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","HOME - Real Estate S...",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1267630/-29-Floo-rNorth-Rhythm-Ratchada-1-Bedroom-FOR-SALE-Rhythm-Ratchada-1-Bedroom-Sale-CREAM212.html"
"33","very beautiful! East Garden View ✨ U Delight @ Huay Kwang Station / 2 Bedrooms, U Delight @ Huay Kwang Station / 2 Bedrooms (Sale) NUB296","฿3,990,000","(Stock ID : NUB296)","Created 2022-09-20 18:16","60 Sq.m.","Level 6","2 Bedrooms","2 Bedrooms","Condo U Delight @ Huaykwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_hospital","Piyavate Hospital","2.2 Km.","living_mall","CentralPlaza Grand Rama 9","2.2 Km.","living_academy","University of the Thai Chamber of Commerce","2.3 Km.","HOME - Real Estate S...",100.5800942,13.7727781,"https://www.livinginsider.com/livingdetail_en/1288965/very-beautiful-East-Garden-View-U-Delight-Huay-Kwang-Station-2-Bedrooms-U-Delight-Huay-Kwa.html"
"34","Top floor, pool view! ✨ Rhythm Ratchada / 1 Bed (FOR SALE), Rhythm Ratchada / 1 Bedroom (Sale) CREAM198","฿3,500,000","(Stock ID : CREAM198)","Created 2022-08-30 13:57","35 Sq.m.","Level 37","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","HOME - Real Estate S...",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1254901/Top-floor-pool-view-Rhythm-Ratchada-1-Bed-FOR-SALE-Rhythm-Ratchada-1-Bedroom-Sale-CREAM.html"
"35","High floor ✨ Rhythm Ratchada / 1 Bedroom (FOR SALE), Rhythm Ratchada / 1 Bedroom (Sale) NUB367","฿4,500,000","(Stock ID : NUB367)","Created 2022-06-13 16:48","47 Sq.m.","Level 25","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","HOME - Real Estate S...",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1152576/High-floor-Rhythm-Ratchada-1-Bedroom-FOR-SALE-Rhythm-Ratchada-1-Bedroom-Sale-NUB367.html"
"36","Beautiful and new at a great price! ✨ Life Ratchadapisek / 2 Bedrooms (FOR SALE), Life Ratchadapisek / 2 Bedrooms (Sale) CREAM112","฿4,300,000","(93,478 B./Sq.m.)","Created 2022-08-18 13:54","46 Sq.m.","Level 9","2 Bedrooms","2 Bedrooms","Condo Life Ratchadapisek","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.5 Km.","living_transit","MRT Sutthisan","0.8 Km.","living_mall","The Street Ratchada","1.4 Km.","living_mall","Big C Extra Ratchadapisek","1.6 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.8 Km.","HOME - Real Estate S...",100.5745872,13.7829619,"https://www.livinginsider.com/livingdetail_en/1237817/Beautiful-and-new-at-a-great-price-Life-Ratchadapisek-2-Bedrooms-FOR-SALE-Life-Ratchadapisek.html"
"37","Hot deal 🔥 U Delight @ Huaykwang Station / 1 Bedroom (FOR SALE), U Delight @ Huaykwang Station / 1 Bedroom (Sale) NUB392","฿2,199,900","(Stock ID : NUB392)","Created 2022-06-15 13:31","32 Sq.m.","Level 5","1 Bedrooms","1 Bedrooms","Condo U Delight @ Huaykwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_hospital","Piyavate Hospital","2.2 Km.","living_mall","CentralPlaza Grand Rama 9","2.2 Km.","living_academy","University of the Thai Chamber of Commerce","2.3 Km.","HOME - Real Estate S...",100.5800942,13.7727781,"https://www.livinginsider.com/livingdetail_en/1154899/Hot-deal-U-Delight-Huaykwang-Station-1-Bedroom-FOR-SALE-U-Delight-Huaykwang-Station-1-B.html"
"38","Great deal, auspicious number room 🔥 Rhythm Ratchada / 1 Bedroom (FOR SALE), Rhythm Ratchada / 1 Bedroom (Sale) NUB391","฿4,300,000","(Stock ID : JINHUI273)","Created 2022-04-19 13:51","47 Sq.m.","Level 18","1 Bedrooms","1 Bedrooms","Condo Rhythm Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.9 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_academy","St. John's University","2.1 Km.","living_transit","MRT Huai Khwang","2.2 Km.","living_mall","Union Mall","2.2 Km.","HOME - Real Estate S...",100.5757355,13.7984854,"https://www.livinginsider.com/livingdetail_en/1091700/Great-deal-auspicious-number-room-Rhythm-Ratchada-1-Bedroom-FOR-SALE-Rhythm-Ratchada-1-Bed.html"
"39","𝐗𝐓 Huai Khwang |Free furniture + electrical appliances|🔥𝐒𝐇𝐎𝐂𝐊 𝐏𝐑𝐈𝐂𝐄| 𝟏Sleep 𝟑𝟓sqm|Best price guaranteed💯 Just 𝟑.𝟗𝟗Million*📱𝟬𝟲𝟮-𝟰𝟮𝟰𝟱𝟰𝟳𝟰","฿3,990,000","(113,935 B./Sq.m.)","Created 2022-11-12 00:32","35.02 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","maimiko",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1369529/XT-HuaiKhwang.html"
"40","𝐌𝐚𝐱𝐱𝐢 𝐏𝐫𝐢𝐦𝐞 𝐑𝐚𝐭𝐜𝐡𝐚𝐝𝐚-𝐒𝐮𝐭𝐭𝐡𝐢𝐬𝐚𝐧|2bedroom 41Sq.m|The Best price guarantee💯📱062-4245474","฿3,750,000","(91,463 B./Sq.m.)","Created 2022-11-20 03:10","41 Sq.m.","Level 5-10","2 Bedrooms","2 Bedrooms","Maxxi Prime Condo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","The Street Ratchada","1.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.0 Km.","living_mall","Big C Extra Ratchadapisek","2.1 Km.","living_hospital","Paolohospital chokchai4","2.6 Km.","PROPERNISTA",100.5770531,13.7872084,"https://www.livinginsider.com/livingdetail_en/1380362/%F0%9D%90%8C%F0%9D%90%9A%F0%9D%90%B1%F0%9D%90%B1%F0%9D%90%A2-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%A2%F0%9D%90%A6%F0%9D%90%9E-%F0%9D%90%91%F0%9D%90%9A%F0%9D%90%AD%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%9A%F0%9D%90%9D%F0%9D%90%9A-%F0%9D%90%92%F0%9D%90%AE%F0%9D%90%AD%F0%9D%90%AD%F0%9D%90%A1%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%9A%F0%9D%90%A72bedroom-41Sq-mThe-Best-price-guarantee062-4245474.html"
"41","𝐌𝐚𝐱𝐱𝐢 𝐏𝐫𝐢𝐦𝐞 𝐑𝐚𝐭𝐜𝐡𝐚𝐝𝐚-𝐒𝐮𝐭𝐭𝐡𝐢𝐬𝐚𝐧|1bedroom 30Sq.m|The Best price guarantee💯📱062-4245474","฿2,750,000","(91,667 B./Sq.m.)","Created 2022-11-20 03:09","30 Sq.m.","Level 1-4","1 Bedrooms","1 Bedrooms","Maxxi Prime Condo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_transit","MRT Huai Khwang","1.0 Km.","living_mall","The Street Ratchada","1.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.0 Km.","living_mall","Big C Extra Ratchadapisek","2.1 Km.","living_hospital","Paolohospital chokchai4","2.6 Km.","PROPERNISTA",100.5770531,13.7872084,"https://www.livinginsider.com/livingdetail_en/1380361/%F0%9D%90%8C%F0%9D%90%9A%F0%9D%90%B1%F0%9D%90%B1%F0%9D%90%A2-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%A2%F0%9D%90%A6%F0%9D%90%9E-%F0%9D%90%91%F0%9D%90%9A%F0%9D%90%AD%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%9A%F0%9D%90%9D%F0%9D%90%9A-%F0%9D%90%92%F0%9D%90%AE%F0%9D%90%AD%F0%9D%90%AD%F0%9D%90%A1%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%9A%F0%9D%90%A71bedroom-30Sq-mThe-Best-price-guarantee062-4245474.html"
"42","𝐗𝐓 𝗛𝘂𝗮𝗶𝗞𝗵𝘄𝗮𝗻𝗴 | 2Bed 60Sq.m |🔥𝐇𝐎𝐓 𝐃𝐄𝐀𝐋 ✔️The Best Price Guarantee 💯📱𝟬𝟲𝟮-𝟰𝟮𝟰𝟱𝟰𝟳𝟰","฿6,990,000","(116,500 B./Sq.m.)","Created 2022-10-03 01:32","60 Sq.m.","Level 5-10","2 Bedrooms","2 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","maimiko",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1303648/%F0%9D%90%97%F0%9D%90%93-%F0%9D%97%9B%F0%9D%98%82%F0%9D%97%AE%F0%9D%97%B6%F0%9D%97%9E%F0%9D%97%B5%F0%9D%98%84%F0%9D%97%AE%F0%9D%97%BB%F0%9D%97%B4-2Bed-60Sq-m-%F0%9D%90%87%F0%9D%90%8E%F0%9D%90%93-%F0%9D%90%83%F0%9D%90%84%F0%9D%90%80%F0%9D%90%8B-%EF%B8%8FThe-Best-Price-Guarantee-%F0%9D%9F%AC%F0%9D%9F%B2%F0%9D%9F%AE-%F0%9D%9F%B0%F0%9D%9F%AE%F0%9D%9F%B0%F0%9D%9F%B1%F0%9D%9F%B0%F0%9D%9F%B3%F0%9D%9F%B0.html"
"43","🏢XT Huai Khwang, big room,beautiful view ✨Secial price Call now.062-4245474","฿3,790,000","(108,224 B./Sq.m.)","Created 2022-08-17 10:45","35.02 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","maimiko",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1122722/XT-Huai-Khwang-big-roombeautiful-view-Secial-price-Call-now-062-4245474.html"
"44","Cheap condo room for sale.","฿4,800,000","(80,000 B./Sq.m.)","Created 2022-10-12 18:22","60 Sq.m.","Level 14","1 Bedrooms","1 Bedrooms","Condo Life @ Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.1 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.0 Km.","living_mall","The Street Ratchada","2.3 Km.","living_mall","Big C Extra Ratchadapisek","2.5 Km.","living_academy","Civil Aviation Training Center","2.6 Km.","jirawatlersin",100.5746579,13.7909369,"https://www.livinginsider.com/livingdetail_en/1323202/Cheap-condo-room-for-sale-.html"
"45","tvc Condomium2 37 sqm For Sale 1,599,900THB in Huai Khwang, center of entertaining area, close to subway in the center of bkk","฿1,499,900","(40,538 B./Sq.m.)","Created 2022-11-01 14:22","37 Sq.m.","Level 11-20","Studio room","Studio room","Project unknown","Ratchadapisek, Huaikwang, Suttisan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Kittitas_Subannajui",0,0,"https://www.livinginsider.com/livingdetail_en/1353812/tvc-Condomium2-37-sqm-For-Sale-1599900THB-in-Huai-Khwang-center-of-entertaining-area-close-to-s.html"
"46","A Space Play Ratchada Sutthisarn Condo for Sale 32sqm Pool view near MRT Sutthisan","฿1,890,000","(59,063 B./Sq.m.)","Created 2021-12-07 10:35","32 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo A Space Play Ratchada-Sutthisarn","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.6 Km.","living_hospital","Paolohospital chokchai4","1.6 Km.","living_mall","Big C Supercenter Latphrao","2.5 Km.","living_mall","The Street Ratchada","2.8 Km.","living_mall","Big C Extra Ratchadapisek","3.0 Km.","living_academy","University of the Thai Chamber of Commerce","3.3 Km.","Sopida",100.5890631,13.7896472,"https://www.livinginsider.com/livingdetail_en/960571/A-Space-Play-Ratchada-Sutthisarn-Condo-for-Sale-32sqm-Pool-view-near-MRT-Sutthisan.html"
"47","Beautiful room for sale, Happy Ratchada 18","฿1,490,000","(53,214 B./Sq.m.)","Created 2022-09-05 19:49","28 Sq.m.","Level 7","Studio room","Studio room","Happy Condo Ratchada 18","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.4 Km.","living_mall","The Street Ratchada","2.1 Km.","living_hospital","Paolohospital chokchai4","2.3 Km.","living_mall","Big C Extra Ratchadapisek","2.3 Km.","living_academy","University of the Thai Chamber of Commerce","2.8 Km.","living_mall","Big C Supercenter Latphrao","2.9 Km.","Nukat1850",100.5856449,13.7838221,"https://www.livinginsider.com/livingdetail_en/1264451/Beautiful-room-for-sale-Happy-Ratchada-18.html"
"48","beautiful room for sale","฿2,390,000","(55,920 B./Sq.m.)","Created 2022-10-22 20:13","42.74 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Happy Condo Ratchada 18","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.4 Km.","living_mall","The Street Ratchada","2.1 Km.","living_hospital","Paolohospital chokchai4","2.3 Km.","living_mall","Big C Extra Ratchadapisek","2.3 Km.","living_academy","University of the Thai Chamber of Commerce","2.8 Km.","living_mall","Big C Supercenter Latphrao","2.9 Km.","Nukat1850",100.5856449,13.7838221,"https://www.livinginsider.com/livingdetail_en/1340398/beautiful-room-for-sale.html"
"49","⚡Hot deal, discount almost 3 million!!!⚡ Don't miss this minute, 2 bedrooms, fully furnished, Rare room, excellent location, near MRT Sutthisan.","฿5,790,000","(Stock ID : 2001-1019/321)","Created 2022-05-03 16:56","57.68 Sq.m.","Level 21-50","2 Bedrooms","2 Bedrooms","Condo Ideo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","living_mall","The Street Ratchada","2.2 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.2 Km.","living_hospital","Paolo Hospital Phaholyothin","2.2 Km.","Plus Property Co.,Lt...",100.5700394,13.7899623,"https://www.livinginsider.com/livingdetail_en/1106619/Hot-deal-discount-almost-3-million-Dont-miss-this-minute-2-bedrooms-fully-furnished-Ra.html"
"50","✨Reduced to a million ✨ HOT price - Ideo Ratchada-Sutthisan, 2 bedrooms, 450 meters, MRT Suthisan","฿5,490,000","(Stock ID : 1601-1019-231)","Created 2022-05-03 17:15","57.68 Sq.m.","Level 21-50","2 Bedrooms","2 Bedrooms","Condo Ideo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","living_mall","The Street Ratchada","2.2 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.2 Km.","living_hospital","Paolo Hospital Phaholyothin","2.2 Km.","Plus Property Co.,Lt...",100.5700394,13.7899623,"https://www.livinginsider.com/livingdetail_en/1106655/Reduced-to-a-million-HOT-price-Ideo-Ratchada-Sutthisan-2-bedrooms-450-meters-MRT-Suthisan.html"
"51","💰 Discount over 6 hundred thousand 💰 - Ideo Ratchada-Sutthisan, 2 bedrooms, near MRT Sutthisan","฿5,190,000","(Stock ID : 0801-1019/39)","Created 2022-05-03 16:36","57.68 Sq.m.","Level 21-50","2 Bedrooms","2 Bedrooms","Condo Ideo Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.4 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","living_mall","The Street Ratchada","2.2 Km.","living_hospital","Paolo Memorial Nawamin Hospital","2.2 Km.","living_hospital","Paolo Hospital Phaholyothin","2.2 Km.","Plus Property Co.,Lt...",100.5700394,13.7899623,"https://www.livinginsider.com/livingdetail_en/1106571/-Discount-over-6-hundred-thousand-Ideo-Ratchada-Sutthisan-2-bedrooms-near-MRT-Sutthisan.html"
"52","⭐ Taszzzzzzzz ⭐ XT Huai Khwang, a new dimension of central function. Appease the art line Coffee line and Instagrammer click! ️🖱️","฿4,790,000","(136,467 B./Sq.m.)","Created 2021-11-17 13:52","35.10 Sq.m.","Level 7","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","Plus Property Co.,Lt...",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/943293/-Taszzzzzzzz-XT-Huai-Khwang-a-new-dimension-of-central-function-Appease-the-art-line-Coffee-lin.html"
"53","Condo near MRT Huai Khwang, center of all lifestyles Heart of Bangkok XT Huai Khwang","฿5,920,000","(168,661 B./Sq.m.)","Created 2022-06-24 17:17","35.10 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo XT Huaikhwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_transit","MRT Thailand Cultural Center","1.6 Km.","living_mall","FortuneTown","2.6 Km.","Plus Property Co.,Lt...",100.5755896,13.7803364,"https://www.livinginsider.com/livingdetail_en/1165912/Condo-near-MRT-Huai-Khwang-center-of-all-lifestyles-Heart-of-Bangkok-XT-Huai-Khwang.html"
